model,dataset,strategy,task_type,response_length,num_reasoning_steps,has_hedging,y0_correct,label,confidence
mistral,gsm8k,s2,math,117,12,False,True,0,
mistral,gsm8k,s2,math,228,9,False,False,0,
mistral,gsm8k,s2,math,164,5,False,True,0,
mistral,gsm8k,s2,math,177,9,False,True,0,
mistral,gsm8k,s2,math,158,4,False,False,0,
mistral,gsm8k,s2,math,150,4,False,True,0,
mistral,gsm8k,s2,math,76,2,False,True,0,
mistral,gsm8k,s2,math,191,13,False,False,0,
mistral,gsm8k,s2,math,162,15,False,True,0,
mistral,gsm8k,s2,math,275,33,False,False,0,
mistral,gsm8k,s2,math,153,9,False,True,0,
mistral,gsm8k,s2,math,178,4,False,False,0,
mistral,gsm8k,s2,math,176,20,False,True,0,
mistral,gsm8k,s2,math,98,2,False,True,0,
mistral,gsm8k,s2,math,207,22,False,False,0,
mistral,gsm8k,s2,math,171,12,False,False,0,
mistral,gsm8k,s2,math,242,3,False,False,0,
mistral,gsm8k,s2,math,128,16,False,True,0,
mistral,gsm8k,s2,math,139,11,False,True,0,
mistral,gsm8k,s2,math,201,18,False,True,0,
mistral,gsm8k,s2,math,227,3,False,False,0,
mistral,gsm8k,s2,math,116,5,False,True,0,
mistral,gsm8k,s2,math,162,15,False,True,0,
mistral,gsm8k,s2,math,95,8,False,True,0,
mistral,gsm8k,s2,math,154,6,False,True,0,
mistral,gsm8k,s2,math,206,12,False,False,0,
mistral,gsm8k,s2,math,191,20,False,False,0,
mistral,gsm8k,s2,math,299,23,False,False,0,
mistral,gsm8k,s2,math,202,6,False,False,0,
mistral,gsm8k,s2,math,261,3,False,False,0,
mistral,gsm8k,s2,math,169,8,False,True,0,
mistral,gsm8k,s2,math,132,8,False,False,0,
mistral,gsm8k,s2,math,103,6,False,True,0,
mistral,gsm8k,s2,math,355,0,False,False,0,
mistral,gsm8k,s2,math,133,1,False,True,0,
mistral,gsm8k,s2,math,143,4,False,True,0,
mistral,gsm8k,s2,math,175,8,False,True,0,
mistral,gsm8k,s2,math,161,0,False,False,0,
mistral,gsm8k,s2,math,218,19,False,True,0,
mistral,gsm8k,s2,math,138,6,False,True,0,
mistral,gsm8k,s2,math,266,6,False,True,-1,
mistral,gsm8k,s2,math,117,6,False,True,0,
mistral,gsm8k,s2,math,147,13,False,True,0,
mistral,gsm8k,s2,math,86,6,False,False,0,
mistral,gsm8k,s2,math,198,4,False,False,0,
mistral,gsm8k,s2,math,253,8,False,False,0,
mistral,gsm8k,s2,math,149,12,False,False,0,
mistral,gsm8k,s2,math,121,10,False,True,0,
mistral,gsm8k,s2,math,73,0,False,True,0,
mistral,gsm8k,s2,math,88,6,False,True,0,
mistral,gsm8k,s2,math,135,26,False,False,0,
mistral,gsm8k,s2,math,174,13,False,False,0,
mistral,gsm8k,s2,math,100,3,False,True,0,
mistral,gsm8k,s2,math,132,6,False,True,0,
mistral,gsm8k,s2,math,237,10,False,True,0,
mistral,gsm8k,s2,math,103,6,False,True,0,
mistral,gsm8k,s2,math,240,8,False,False,0,
mistral,gsm8k,s2,math,145,5,False,False,0,
mistral,gsm8k,s2,math,161,11,False,True,0,
mistral,gsm8k,s2,math,145,6,False,True,0,
mistral,gsm8k,s2,math,101,3,False,True,0,
mistral,gsm8k,s2,math,107,6,False,True,0,
mistral,gsm8k,s2,math,136,14,False,True,0,
mistral,gsm8k,s2,math,113,6,False,True,0,
mistral,gsm8k,s2,math,198,13,False,True,0,
mistral,gsm8k,s2,math,203,16,False,True,0,
mistral,gsm8k,s2,math,103,12,False,True,0,
mistral,gsm8k,s2,math,169,5,False,True,0,
mistral,gsm8k,s2,math,200,6,False,False,0,
mistral,gsm8k,s2,math,113,14,False,True,0,
mistral,gsm8k,s2,math,133,12,False,True,0,
mistral,gsm8k,s2,math,134,16,False,True,0,
mistral,gsm8k,s2,math,126,7,False,True,0,
mistral,gsm8k,s2,math,231,5,True,False,0,
mistral,gsm8k,s2,math,135,5,False,True,0,
mistral,gsm8k,s2,math,224,19,False,False,0,
mistral,gsm8k,s2,math,128,0,False,True,0,
mistral,gsm8k,s2,math,178,7,False,False,0,
mistral,gsm8k,s2,math,120,6,False,True,0,
mistral,gsm8k,s2,math,85,3,False,True,0,
mistral,gsm8k,s2,math,114,3,False,False,0,
mistral,gsm8k,s2,math,109,8,False,True,0,
mistral,gsm8k,s2,math,206,13,False,False,0,
mistral,gsm8k,s2,math,89,0,False,False,0,
mistral,gsm8k,s2,math,148,29,False,True,0,
mistral,gsm8k,s2,math,183,18,False,False,0,
mistral,gsm8k,s2,math,186,3,False,False,0,
mistral,gsm8k,s2,math,96,10,False,True,0,
mistral,gsm8k,s2,math,165,17,False,False,0,
mistral,gsm8k,s2,math,66,2,False,True,0,
mistral,gsm8k,s2,math,125,6,False,False,0,
mistral,gsm8k,s2,math,184,5,False,True,0,
mistral,gsm8k,s2,math,157,12,False,False,0,
mistral,gsm8k,s2,math,126,9,False,True,0,
mistral,gsm8k,s2,math,135,10,False,False,0,
mistral,gsm8k,s2,math,172,6,False,False,0,
mistral,gsm8k,s2,math,176,9,False,True,0,
mistral,gsm8k,s2,math,88,0,False,True,0,
mistral,gsm8k,s2,math,155,1,False,True,0,
mistral,gsm8k,s2,math,95,9,False,True,0,
mistral,gsm8k,s2,math,226,17,False,True,0,
mistral,gsm8k,s2,math,143,17,False,False,0,
mistral,gsm8k,s2,math,230,13,False,False,0,
mistral,gsm8k,s2,math,238,12,False,True,0,
mistral,gsm8k,s2,math,93,4,False,True,0,
mistral,gsm8k,s2,math,126,9,False,True,0,
mistral,gsm8k,s2,math,98,5,False,True,0,
mistral,gsm8k,s2,math,382,23,False,False,1,
mistral,gsm8k,s2,math,226,0,False,False,0,
mistral,gsm8k,s2,math,145,13,False,True,0,
mistral,gsm8k,s2,math,104,13,False,True,0,
mistral,gsm8k,s2,math,301,6,False,False,0,
mistral,gsm8k,s2,math,142,10,False,True,0,
mistral,gsm8k,s2,math,132,5,False,True,0,
mistral,gsm8k,s2,math,102,2,False,True,0,
mistral,gsm8k,s2,math,101,0,False,True,0,
mistral,gsm8k,s2,math,187,22,False,True,0,
mistral,gsm8k,s2,math,262,6,True,False,0,
mistral,gsm8k,s2,math,121,0,False,True,0,
mistral,gsm8k,s2,math,67,6,False,True,0,
mistral,gsm8k,s2,math,304,16,False,False,0,
mistral,gsm8k,s2,math,261,42,False,False,0,
mistral,gsm8k,s2,math,168,15,False,False,0,
mistral,gsm8k,s2,math,126,5,False,True,0,
mistral,gsm8k,s2,math,100,2,False,True,0,
mistral,gsm8k,s2,math,114,6,False,True,0,
mistral,gsm8k,s2,math,108,6,False,True,0,
mistral,gsm8k,s2,math,245,21,False,False,0,
mistral,gsm8k,s2,math,162,10,False,True,0,
mistral,gsm8k,s2,math,156,18,False,True,0,
mistral,gsm8k,s2,math,220,40,False,False,0,
mistral,gsm8k,s2,math,282,11,False,True,0,
mistral,gsm8k,s2,math,126,4,False,False,0,
mistral,gsm8k,s2,math,206,11,False,True,0,
mistral,gsm8k,s2,math,131,9,False,True,0,
mistral,gsm8k,s2,math,330,17,False,False,0,
mistral,gsm8k,s2,math,212,14,False,False,0,
mistral,gsm8k,s2,math,199,10,False,True,0,
mistral,gsm8k,s2,math,190,11,False,False,0,
mistral,gsm8k,s2,math,173,2,False,True,0,
mistral,gsm8k,s2,math,86,10,False,True,0,
mistral,gsm8k,s2,math,88,0,False,True,0,
mistral,gsm8k,s2,math,168,8,False,True,0,
mistral,gsm8k,s2,math,220,7,False,True,0,
mistral,gsm8k,s2,math,154,4,False,True,0,
mistral,gsm8k,s2,math,195,3,False,True,0,
mistral,gsm8k,s2,math,90,4,False,True,0,
mistral,gsm8k,s2,math,129,6,False,True,0,
mistral,gsm8k,s2,math,98,6,False,True,0,
mistral,gsm8k,s2,math,121,7,False,True,0,
mistral,gsm8k,s2,math,138,11,False,True,0,
mistral,gsm8k,s2,math,311,2,False,False,0,
mistral,gsm8k,s2,math,177,9,False,True,0,
mistral,gsm8k,s2,math,121,4,False,True,0,
mistral,gsm8k,s2,math,163,13,False,False,0,
mistral,gsm8k,s2,math,145,15,False,False,0,
mistral,gsm8k,s2,math,202,2,False,True,0,
mistral,gsm8k,s2,math,231,14,False,True,0,
mistral,gsm8k,s2,math,159,6,False,True,0,
mistral,gsm8k,s2,math,166,17,False,True,0,
mistral,gsm8k,s2,math,87,6,False,True,0,
mistral,gsm8k,s2,math,111,7,False,True,0,
mistral,gsm8k,s2,math,161,23,False,True,0,
mistral,gsm8k,s2,math,188,12,False,False,0,
mistral,gsm8k,s2,math,338,38,False,False,0,
mistral,gsm8k,s2,math,88,5,False,True,0,
mistral,gsm8k,s2,math,229,7,False,False,0,
mistral,gsm8k,s2,math,212,30,False,False,0,
mistral,gsm8k,s2,math,215,6,False,True,0,
mistral,gsm8k,s2,math,222,0,False,True,0,
mistral,gsm8k,s2,math,140,19,False,True,0,
mistral,gsm8k,s2,math,181,1,False,True,0,
mistral,gsm8k,s2,math,128,15,False,False,0,
mistral,gsm8k,s2,math,384,16,False,False,0,
mistral,gsm8k,s2,math,314,41,False,False,0,
mistral,gsm8k,s2,math,161,10,False,False,0,
mistral,gsm8k,s2,math,89,8,False,True,0,
mistral,gsm8k,s2,math,134,11,False,True,0,
mistral,gsm8k,s2,math,120,8,False,True,0,
mistral,gsm8k,s2,math,199,19,False,False,0,
mistral,gsm8k,s2,math,130,9,False,True,0,
mistral,gsm8k,s2,math,159,13,False,True,0,
mistral,gsm8k,s2,math,92,3,False,True,0,
mistral,gsm8k,s2,math,327,18,False,False,0,
mistral,gsm8k,s2,math,114,10,False,True,0,
mistral,gsm8k,s2,math,215,7,False,False,0,
mistral,gsm8k,s2,math,163,14,False,False,0,
mistral,gsm8k,s2,math,306,11,False,False,0,
mistral,gsm8k,s2,math,248,20,False,False,0,
mistral,gsm8k,s2,math,165,7,False,True,0,
mistral,gsm8k,s2,math,137,4,False,True,0,
mistral,gsm8k,s2,math,226,16,False,False,0,
mistral,gsm8k,s2,math,114,3,False,True,0,
mistral,gsm8k,s2,math,134,13,False,False,0,
mistral,gsm8k,s2,math,174,9,False,True,0,
mistral,gsm8k,s2,math,136,13,False,True,0,
mistral,gsm8k,s2,math,419,70,False,False,0,
mistral,gsm8k,s2,math,156,11,False,True,0,
mistral,gsm8k,s2,math,88,4,False,True,0,
mistral,gsm8k,s2,math,217,10,False,False,0,
mistral,gsm8k,s2,math,184,8,False,False,0,
mistral,gsm8k,s2,math,144,16,False,False,0,
mistral,gsm8k,s2,math,185,9,False,True,0,
mistral,gsm8k,s2,math,143,9,False,True,0,
mistral,gsm8k,s2,math,111,9,False,True,0,
mistral,gsm8k,s2,math,124,12,False,True,0,
mistral,gsm8k,s2,math,187,9,False,False,0,
mistral,gsm8k,s2,math,137,21,False,True,0,
mistral,gsm8k,s2,math,69,0,False,True,0,
mistral,gsm8k,s2,math,123,8,False,True,0,
mistral,gsm8k,s2,math,121,9,False,True,0,
mistral,gsm8k,s2,math,140,13,False,True,0,
mistral,gsm8k,s2,math,125,4,False,True,0,
mistral,gsm8k,s2,math,392,17,False,False,0,
mistral,gsm8k,s2,math,270,17,False,False,0,
mistral,gsm8k,s2,math,177,11,False,False,0,
mistral,gsm8k,s2,math,222,7,False,False,0,
mistral,gsm8k,s2,math,120,6,False,True,0,
mistral,gsm8k,s2,math,160,3,False,True,0,
mistral,gsm8k,s2,math,121,0,False,True,0,
mistral,gsm8k,s2,math,70,2,False,True,0,
mistral,gsm8k,s2,math,98,7,False,True,0,
mistral,gsm8k,s2,math,109,5,False,True,0,
mistral,gsm8k,s2,math,250,7,False,False,0,
mistral,gsm8k,s2,math,205,18,False,False,0,
mistral,gsm8k,s2,math,242,11,False,False,0,
mistral,gsm8k,s2,math,110,7,False,False,0,
mistral,gsm8k,s2,math,113,10,False,True,0,
mistral,gsm8k,s2,math,172,14,False,True,0,
mistral,gsm8k,s2,math,102,11,False,True,0,
mistral,gsm8k,s2,math,217,16,False,False,0,
mistral,gsm8k,s2,math,190,15,False,True,0,
mistral,gsm8k,s2,math,136,1,False,True,0,
mistral,gsm8k,s2,math,140,3,False,True,0,
mistral,gsm8k,s2,math,157,16,False,False,0,
mistral,gsm8k,s2,math,97,0,False,True,0,
mistral,gsm8k,s2,math,115,2,False,True,0,
mistral,gsm8k,s2,math,216,2,False,True,0,
mistral,gsm8k,s2,math,256,20,False,False,1,
mistral,gsm8k,s2,math,184,10,False,True,0,
mistral,gsm8k,s2,math,167,8,False,True,0,
mistral,gsm8k,s2,math,179,3,False,True,0,
mistral,gsm8k,s2,math,201,11,False,True,0,
mistral,gsm8k,s2,math,181,13,False,True,0,
mistral,gsm8k,s2,math,113,2,False,True,0,
mistral,gsm8k,s2,math,139,9,False,False,0,
mistral,gsm8k,s2,math,138,5,False,False,0,
mistral,gsm8k,s2,math,174,9,False,False,0,
mistral,gsm8k,s2,math,86,2,False,True,0,
mistral,gsm8k,s2,math,180,8,False,False,0,
mistral,gsm8k,s2,math,154,15,False,True,0,
mistral,gsm8k,s2,math,145,1,False,True,0,
mistral,gsm8k,s2,math,256,6,False,True,0,
mistral,gsm8k,s2,math,189,14,False,True,0,
mistral,gsm8k,s2,math,226,0,False,True,0,
mistral,gsm8k,s2,math,97,6,False,True,0,
mistral,gsm8k,s2,math,194,13,False,False,0,
mistral,gsm8k,s2,math,135,5,False,True,0,
mistral,gsm8k,s2,math,107,1,False,True,0,
mistral,gsm8k,s2,math,255,16,False,True,0,
mistral,gsm8k,s2,math,186,0,False,True,0,
mistral,gsm8k,s2,math,192,11,False,False,0,
mistral,gsm8k,s2,math,197,19,False,False,0,
mistral,gsm8k,s2,math,198,7,False,False,0,
mistral,gsm8k,s2,math,157,3,False,True,0,
mistral,gsm8k,s2,math,127,15,False,False,0,
mistral,gsm8k,s2,math,209,5,False,False,0,
mistral,gsm8k,s2,math,158,4,False,False,0,
mistral,gsm8k,s2,math,183,16,False,True,0,
mistral,gsm8k,s2,math,158,5,False,True,0,
mistral,gsm8k,s2,math,224,10,False,False,0,
mistral,gsm8k,s2,math,125,12,False,True,0,
mistral,gsm8k,s2,math,171,6,False,False,0,
mistral,gsm8k,s2,math,106,1,False,False,0,
mistral,gsm8k,s2,math,93,0,False,True,0,
mistral,gsm8k,s2,math,160,14,False,True,0,
mistral,gsm8k,s2,math,88,5,False,True,0,
mistral,gsm8k,s2,math,114,11,False,False,0,
mistral,gsm8k,s2,math,372,22,False,False,0,
mistral,gsm8k,s2,math,150,1,False,True,0,
mistral,gsm8k,s2,math,180,13,False,True,0,
mistral,gsm8k,s2,math,152,10,False,True,0,
mistral,gsm8k,s2,math,139,12,False,False,1,
mistral,gsm8k,s2,math,114,6,False,True,0,
mistral,gsm8k,s2,math,63,4,False,True,0,
mistral,gsm8k,s2,math,221,9,False,False,0,
mistral,gsm8k,s2,math,171,0,False,False,0,
mistral,gsm8k,s2,math,98,0,False,True,0,
mistral,gsm8k,s2,math,96,11,False,True,0,
mistral,gsm8k,s2,math,205,7,False,False,0,
mistral,gsm8k,s2,math,195,13,False,True,0,
mistral,gsm8k,s2,math,109,1,False,True,0,
mistral,gsm8k,s2,math,174,10,False,False,0,
mistral,gsm8k,s2,math,201,11,False,True,0,
mistral,gsm8k,s2,math,175,11,False,True,0,
mistral,gsm8k,s2,math,111,3,False,True,0,
mistral,gsm8k,s2,math,67,9,False,False,0,
mistral,gsm8k,s2,math,67,9,False,True,-1,
mistral,gsm8k,s2,math,154,1,False,True,0,
mistral,gsm8k,s2,math,189,30,False,False,0,
mistral,gsm8k,s2,math,104,8,False,True,0,
mistral,gsm8k,s2,math,430,0,False,False,0,
mistral,gsm8k,s2,math,150,11,False,True,0,
mistral,gsm8k,s2,math,124,10,False,True,0,
mistral,gsm8k,s2,math,196,13,False,True,0,
mistral,gsm8k,s2,math,75,7,False,True,0,
mistral,gsm8k,s2,math,111,4,False,True,0,
mistral,gsm8k,s2,math,362,16,False,False,0,
mistral,gsm8k,s2,math,186,17,False,False,0,
mistral,gsm8k,s2,math,117,0,False,True,0,
mistral,gsm8k,s2,math,162,3,False,False,0,
mistral,gsm8k,s2,math,142,6,False,True,0,
mistral,gsm8k,s2,math,302,35,False,False,0,
mistral,gsm8k,s2,math,166,6,False,False,0,
mistral,gsm8k,s2,math,102,6,False,False,0,
mistral,gsm8k,s2,math,165,7,False,True,0,
mistral,gsm8k,s2,math,115,5,False,True,0,
mistral,gsm8k,s3,math,116,8,False,True,0,
mistral,gsm8k,s3,math,119,4,False,True,0,
mistral,gsm8k,s3,math,202,7,False,False,0,
mistral,gsm8k,s3,math,106,2,False,True,0,
mistral,gsm8k,s3,math,168,0,False,True,0,
mistral,gsm8k,s3,math,163,8,False,False,0,
mistral,gsm8k,s3,math,221,12,False,False,0,
mistral,gsm8k,s3,math,189,4,False,False,0,
mistral,gsm8k,s3,math,157,16,False,False,0,
mistral,gsm8k,s3,math,133,12,False,True,0,
mistral,gsm8k,s3,math,181,12,False,True,0,
mistral,gsm8k,s3,math,174,20,False,False,0,
mistral,gsm8k,s3,math,166,6,False,False,0,
mistral,gsm8k,s3,math,147,14,False,True,0,
mistral,gsm8k,s3,math,177,9,False,True,0,
mistral,gsm8k,s3,math,257,14,False,False,0,
mistral,gsm8k,s3,math,147,4,False,False,0,
mistral,gsm8k,s3,math,161,4,False,False,0,
mistral,gsm8k,s3,math,208,0,False,True,-1,
mistral,gsm8k,s3,math,179,1,False,False,0,
mistral,gsm8k,s3,math,176,2,False,False,0,
mistral,gsm8k,s3,math,53,6,False,False,0,
mistral,gsm8k,s3,math,106,5,False,True,0,
mistral,gsm8k,s3,math,67,2,False,True,0,
mistral,gsm8k,s3,math,107,4,False,False,0,
mistral,gsm8k,s3,math,203,13,False,True,0,
mistral,gsm8k,s3,math,118,8,False,False,0,
mistral,gsm8k,s3,math,136,4,False,True,0,
mistral,gsm8k,s3,math,115,7,False,False,0,
mistral,gsm8k,s3,math,106,7,False,False,0,
mistral,gsm8k,s3,math,192,16,False,False,0,
mistral,gsm8k,s3,math,316,34,False,False,0,
mistral,gsm8k,s3,math,98,0,False,True,0,
mistral,gsm8k,s3,math,151,1,False,True,0,
mistral,gsm8k,s3,math,68,10,False,True,0,
mistral,gsm8k,s3,math,172,8,False,True,0,
mistral,gsm8k,s3,math,134,2,False,True,-1,
mistral,gsm8k,s3,math,381,17,True,True,0,
mistral,gsm8k,s3,math,301,20,False,False,0,
mistral,gsm8k,s3,math,180,5,False,False,0,
mistral,gsm8k,s3,math,136,9,False,False,0,
mistral,gsm8k,s3,math,144,7,False,True,0,
mistral,gsm8k,s3,math,89,8,False,True,0,
mistral,gsm8k,s3,math,218,0,False,False,0,
mistral,gsm8k,s3,math,194,8,False,True,0,
mistral,gsm8k,s3,math,312,16,False,False,0,
mistral,gsm8k,s3,math,121,10,False,False,0,
mistral,gsm8k,s3,math,142,11,False,False,0,
mistral,gsm8k,s3,math,96,2,False,True,-1,
mistral,gsm8k,s3,math,122,8,False,True,0,
mistral,gsm8k,s3,math,141,2,False,True,0,
mistral,gsm8k,s3,math,98,2,False,True,0,
mistral,gsm8k,s3,math,389,30,False,True,-1,
mistral,gsm8k,s3,math,128,14,False,True,0,
mistral,gsm8k,s3,math,170,0,False,False,0,
mistral,gsm8k,s3,math,113,7,False,True,0,
mistral,gsm8k,s3,math,148,8,False,False,0,
mistral,gsm8k,s3,math,470,0,False,False,0,
mistral,gsm8k,s3,math,207,19,False,False,0,
mistral,gsm8k,s3,math,95,5,False,True,0,
mistral,gsm8k,s3,math,102,10,False,True,0,
mistral,gsm8k,s3,math,110,13,False,True,0,
mistral,gsm8k,s3,math,271,10,False,False,0,
mistral,gsm8k,s3,math,166,8,False,False,0,
mistral,gsm8k,s3,math,168,0,False,False,0,
mistral,gsm8k,s3,math,247,2,False,False,0,
mistral,gsm8k,s3,math,127,4,False,True,0,
mistral,gsm8k,s3,math,148,7,False,False,0,
mistral,gsm8k,s3,math,104,9,False,True,0,
mistral,gsm8k,s3,math,149,14,False,True,0,
mistral,gsm8k,s3,math,199,8,False,False,0,
mistral,gsm8k,s3,math,112,8,False,True,0,
mistral,gsm8k,s3,math,108,11,False,True,0,
mistral,gsm8k,s3,math,111,6,False,True,-1,
mistral,gsm8k,s3,math,100,9,False,False,0,
mistral,gsm8k,s3,math,219,33,False,False,0,
mistral,gsm8k,s3,math,344,2,False,False,0,
mistral,gsm8k,s3,math,91,11,False,True,0,
mistral,gsm8k,s3,math,217,6,False,False,0,
mistral,gsm8k,s3,math,81,4,False,True,0,
mistral,gsm8k,s3,math,151,17,False,True,0,
mistral,gsm8k,s3,math,87,9,False,True,0,
mistral,gsm8k,s3,math,154,15,False,True,0,
mistral,gsm8k,s3,math,84,2,False,True,0,
mistral,gsm8k,s3,math,163,5,False,False,0,
mistral,gsm8k,s3,math,144,8,False,True,0,
mistral,gsm8k,s3,math,201,8,False,False,0,
mistral,gsm8k,s3,math,273,10,False,False,0,
mistral,gsm8k,s3,math,99,1,False,True,0,
mistral,gsm8k,s3,math,184,13,False,False,0,
mistral,gsm8k,s3,math,123,1,False,True,0,
mistral,gsm8k,s3,math,176,5,False,True,0,
mistral,gsm8k,s3,math,292,34,False,False,0,
mistral,gsm8k,s3,math,184,14,False,False,0,
mistral,gsm8k,s3,math,256,9,False,False,0,
mistral,gsm8k,s3,math,165,8,False,True,0,
mistral,gsm8k,s3,math,113,10,False,True,0,
mistral,gsm8k,s3,math,181,2,False,False,0,
mistral,gsm8k,s3,math,151,6,False,False,0,
mistral,gsm8k,s3,math,140,5,False,False,0,
mistral,gsm8k,s3,math,163,18,False,False,0,
mistral,gsm8k,s3,math,240,1,False,False,0,
mistral,gsm8k,s3,math,198,7,False,True,0,
mistral,gsm8k,s3,math,185,5,False,True,0,
mistral,gsm8k,s3,math,136,8,False,True,0,
mistral,gsm8k,s3,math,139,8,False,True,0,
mistral,gsm8k,s3,math,176,4,False,False,0,
mistral,gsm8k,s3,math,184,13,False,True,-1,
mistral,gsm8k,s3,math,137,3,False,False,0,
mistral,gsm8k,s3,math,96,6,False,True,0,
mistral,gsm8k,s3,math,145,8,False,True,0,
mistral,gsm8k,s3,math,212,0,False,True,0,
mistral,gsm8k,s3,math,117,2,False,False,0,
mistral,gsm8k,s3,math,94,5,False,True,-1,
mistral,gsm8k,s3,math,106,9,False,True,0,
mistral,gsm8k,s3,math,390,10,False,True,0,
mistral,gsm8k,s3,math,177,3,False,True,0,
mistral,gsm8k,s3,math,68,4,False,True,0,
mistral,gsm8k,s3,math,139,6,False,True,0,
mistral,gsm8k,s3,math,213,25,False,False,0,
mistral,gsm8k,s3,math,107,0,False,True,0,
mistral,gsm8k,s3,math,107,11,False,True,0,
mistral,gsm8k,s3,math,148,16,False,False,0,
mistral,gsm8k,s3,math,111,4,False,True,-1,
mistral,gsm8k,s3,math,103,9,False,True,0,
mistral,gsm8k,s3,math,125,11,False,True,0,
mistral,gsm8k,s3,math,211,2,False,False,0,
mistral,gsm8k,s3,math,101,8,False,True,0,
mistral,gsm8k,s3,math,193,17,False,False,0,
mistral,gsm8k,s3,math,166,9,False,False,0,
mistral,gsm8k,s3,math,95,6,False,True,0,
mistral,gsm8k,s3,math,75,5,False,True,0,
mistral,gsm8k,s3,math,118,6,False,False,0,
mistral,gsm8k,s3,math,297,7,False,False,0,
mistral,gsm8k,s3,math,108,4,False,True,0,
mistral,gsm8k,s3,math,126,11,False,True,0,
mistral,gsm8k,s3,math,104,6,False,True,0,
mistral,gsm8k,s3,math,141,14,False,True,0,
mistral,gsm8k,s3,math,274,2,False,False,0,
mistral,gsm8k,s3,math,77,3,False,True,0,
mistral,gsm8k,s3,math,126,9,False,True,0,
mistral,gsm8k,s3,math,246,15,False,True,0,
mistral,gsm8k,s3,math,124,1,False,True,0,
mistral,gsm8k,s3,math,146,1,False,False,0,
mistral,gsm8k,s3,math,234,14,False,True,0,
mistral,gsm8k,s3,math,134,0,False,False,0,
mistral,gsm8k,s3,math,114,8,False,True,0,
mistral,gsm8k,s3,math,199,12,False,False,0,
mistral,gsm8k,s3,math,108,2,False,False,0,
mistral,gsm8k,s3,math,105,3,False,True,0,
mistral,gsm8k,s3,math,262,4,False,False,0,
mistral,gsm8k,s3,math,126,9,False,False,0,
mistral,gsm8k,s3,math,89,6,False,True,0,
mistral,gsm8k,s3,math,605,101,False,False,0,
mistral,gsm8k,s3,math,146,6,False,False,0,
mistral,gsm8k,s3,math,212,15,False,True,0,
mistral,gsm8k,s3,math,148,3,False,True,-1,
mistral,gsm8k,s3,math,178,6,False,False,0,
mistral,gsm8k,s3,math,148,8,False,True,0,
mistral,gsm8k,s3,math,116,4,False,False,0,
mistral,gsm8k,s3,math,77,3,False,True,0,
mistral,gsm8k,s3,math,138,10,False,True,0,
mistral,gsm8k,s3,math,171,12,False,False,0,
mistral,gsm8k,s3,math,213,15,False,False,0,
mistral,gsm8k,s3,math,118,6,False,True,0,
mistral,gsm8k,s3,math,109,9,False,False,0,
mistral,gsm8k,s3,math,145,4,False,True,-1,
mistral,gsm8k,s3,math,123,6,False,True,0,
mistral,gsm8k,s3,math,95,9,False,False,0,
mistral,gsm8k,s3,math,105,9,False,True,0,
mistral,gsm8k,s3,math,127,9,False,False,0,
mistral,gsm8k,s3,math,139,11,False,False,0,
mistral,gsm8k,s3,math,155,12,False,False,0,
mistral,gsm8k,s3,math,125,6,False,True,0,
mistral,gsm8k,s3,math,145,2,False,False,0,
mistral,gsm8k,s3,math,195,10,False,False,0,
mistral,gsm8k,s3,math,81,0,False,True,0,
mistral,gsm8k,s3,math,224,12,False,False,0,
